Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Main Position,Keep
J. Zirkzee,Manchester United,Manchester United,"CF, AMF",24,50000000,30/06/2029,18,646,2,2.04,1,0.58,21.73,32.05,Netherlands,"Netherlands, Nigeria",right,193,87,no,3.34,2.93,47.62,5.71,36.59,0,0,0.28,1.95,3.62,1.11,1,0.14,0,0,2.23,0.28,2,0.28,0.28,0,0,19,2.65,36.84,10.526,0.14,0.7,60,0.42,66.67,0.28,50,0,0.84,83.33,7.8,19.64,4.74,0.42,0,24.94,1.81,0.56,29.81,78.04,5.43,66.67,9.89,88.73,7.38,81.13,28.56,78.54,0.56,75,13.46,6.47,0.08,0.98,0,0,0.56,25,0.42,2.23,50,1.81,38.46,0.7,20,0.7,0.42,2.23,56.25,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
J. Ward-Prowse,Burnley,Burnley,"RCMF, LDMF, RDMF",31,30000000,30/06/2027,9,612,0,0,1,1.58,10.88,58.11,England,England,right,177,66,yes,7.35,6.03,70.73,2.06,42.86,0,0,0.29,3.09,3.75,0.88,0,0,0,0,0.74,0,0,0,0,0,0,2,0.29,0,0,0.15,0.88,66.67,0.15,100,0.74,60,0.15,0.29,50,1.32,55.56,0.15,0.59,0,30.29,0,0.88,40.44,89.45,13.24,82.22,6.76,95.65,13.82,92.55,37.06,92.86,2.5,47.06,16.49,26.87,0.23,2.21,0,0,0,0,0.15,8.38,75.44,1.62,63.64,0,0,0.15,0.59,5.44,83.78,0,,0,,0,0,0,0,,,0.44,,,1.47,0.15,0,3.68,0,0,England Premier League 2025-26,RCMF,Keep
A. Bayındır,Manchester United,Manchester United,GK,27,10000000,30/06/2027,6,609,0,0,0,0.73,0.59,50,Türkiye,Türkiye,right,198,89,no,1.77,0.15,0,0.15,100,0,0,0,1.77,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,100,0,0,0,15.96,0.59,0.15,20.84,83.69,14.04,76.84,0,0,6.35,97.67,10.64,100,10.2,66.67,34.88,48.74,0.11,0.15,0,0,0,0,0.15,3.1,76.19,0,0,0.15,100,0.15,0,8.42,75.44,11,1.63,24,3.55,0,54.17,9.95,1.47,-1.05,-0.155,0,1.18,0.15,,,,0,0,0,England Premier League 2025-26,GK,Keep
Omar Marmoush,Manchester City,Manchester City,"CF, LWF, LW",27,0,30/06/2029,16,604,1,3.28,2,1.25,20.71,38.85,Egypt,"Egypt, Canada",right,183,81,no,3.73,5.36,47.22,1.49,20,0,0,0.3,1.19,2.02,1.49,1,0.15,0,0,2.98,0.15,1,0.15,0.49,0,0,22,3.28,31.82,4.545,0.3,0.89,16.67,0.75,20,0,0,0,3.73,48,10.58,42.25,5.51,2.53,0,18.33,2.24,2.24,19.37,82.31,2.53,76.47,8.79,93.22,2.53,70.59,18.48,85.48,0,0,12.31,0,0.19,1.04,0,0,0,0,0.89,0.6,100,0.89,50,0,0,1.19,0.15,1.79,58.33,0,,0,,0,0,0,0,,,0.15,,,0.15,0.15,0,0.45,0,0,England Premier League 2025-26,CF,Keep
N. Aké,Manchester City,Manchester City,"LCB, LB",31,40000000,30/06/2027,14,589,0,0.21,0,0.47,11.46,77.33,Netherlands,"Netherlands, Côte d'Ivoire",left,180,75,no,6.57,5.35,74.29,3.51,73.91,0.15,0.25,0,2.44,4.07,0.31,1,0.15,0,0,0.61,0,0,0,0.03,0,0,2,0.31,0,0,0,0.76,80,0.61,75,0,0,0,0,0,0.76,100,0.76,1.83,0.15,43.24,0.15,0.92,54.4,91.29,22.92,83.33,5.35,100,17.88,95.73,49.81,95.4,3.82,40,13.82,19.39,0.07,0.61,0,0,0.15,0,0.46,8.25,83.33,1.22,75,0.31,50,0.46,0.61,7.18,74.47,0,,0,,0,0,0,0,,,1.83,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
J. Gittens,Chelsea,Chelsea,"LAMF, LCMF",21,28000000,30/06/2032,16,577,0,0.53,2,1.51,19.5,45.6,England,"England, Barbados",right,175,70,no,3.9,4.52,44.83,1.87,33.33,0,0,0.16,1.87,3.21,0.94,0,0,0,0,5.15,0,0,0,0.08,0,0,9,1.4,11.11,0,0.31,2.81,33.33,2.81,33.33,0,0,0.94,6.24,65,11.07,47.89,3.59,2.65,0.16,17.78,2.34,1.25,24.49,77.71,2.81,66.67,8.42,90.74,8.11,71.15,21.21,84.56,0.62,25,18.69,10.46,0.23,1.56,0,0,0,0,0.31,0.62,25,2.03,53.85,0,0,0.94,0.94,2.34,80,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,LAMF,Keep
C. Wood,Nottingham Forest,Nottingham Forest,CF,34,7000000,30/06/2027,8,571,2,3.81,0,0.13,13.87,26.14,New Zealand,New Zealand,right,191,81,no,1.73,1.42,44.44,5.99,26.32,0,0,0.32,1.1,1.53,0.63,0,0,0,0,0.95,0.32,2,0.32,0.6,0,0,12,1.89,41.67,16.667,0,0.16,0,0.16,0,0,0,0,0.16,100,1.89,33.33,3.78,0.32,0,9.77,1.89,0.47,11.51,72.6,3.15,55,3.15,95,2.52,68.75,11.03,74.29,0.32,50,12.69,6.49,0.02,0.32,0,0,0,0,0.16,1.1,28.57,0,0,0,0,0.47,0,0.32,0,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
J. Worrall,Burnley,Burnley,"CB, RCB",29,7500000,30/06/2028,10,567,0,0.2,0,0,13.02,59.76,England,England,right,190,85,no,9.84,4.44,85.71,5.4,47.06,0.16,0.18,1.27,5.87,6.61,0.63,0,0,0,0,0,0,0,0,0.03,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,12.22,0.32,0.16,25.71,80.25,11.75,64.86,1.9,100,9.21,91.38,22.06,87.05,3.65,39.13,18.99,20.16,0,0,0,0,0,0,0,2.7,29.41,0.16,0,0.16,0,0,0,4.92,41.94,0,,0,,0,0,0,0,,,1.75,,,0,0,0,0,0,0,England Premier League 2025-26,CB,Keep
A. Isak,Liverpool,Liverpool,CF,26,0,30/06/2031,10,557,2,1.92,1,0.65,11.63,29.17,Sweden,"Sweden, Eritrea",right,192,77,no,2.75,2.59,62.5,3.23,20,0,0,0,1.13,1.88,0.81,0,0,0,0,1.45,0.32,2,0.32,0.31,0,0,15,2.42,26.67,13.333,0.16,0.32,0,0.16,0,0.16,0,0,1.29,62.5,3.72,26.09,3.55,0.81,0.16,9.21,0.97,0,10.5,67.69,2.42,46.67,2.26,92.86,3.07,73.68,9.53,71.19,0.65,50,14.41,12.24,0.1,0.32,0,0.16,0,0,0.16,0.97,66.67,0.97,16.67,0.32,0,0.48,0,0.32,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
N. Clyne,Crystal Palace,Crystal Palace,RWB,34,1500000,30/06/2026,8,546,0,0.36,1,0.5,10.38,60.32,England,"England, Grenada",right,175,67,no,7.42,5.27,75,1.65,30,0.16,0.2,0,3.3,3.95,0.66,1,0.16,0,0,1.48,0,0,0,0.06,0,0,3,0.49,0,0,0.16,2.97,27.78,0,0,2.64,31.25,0.16,0.82,80,2.64,50,1.48,0.66,0,19.78,2.47,0.16,29.34,74.72,7.75,57.45,9.23,98.21,6.43,79.49,24.07,84.25,2.47,33.33,17.1,22.5,0.08,0.49,0,0,0,0,0.16,0.99,66.67,1.98,41.67,0.16,0,0.49,0.82,5.11,54.84,0,,0,,0,0,0,0,,,0.16,,,0,0,0,0,0,0,England Premier League 2025-26,RWB,Keep
Rodrigo Muniz,Fulham,Fulham,CF,24,20000000,30/06/2030,12,538,1,2.25,0,0.02,26.93,31.06,Brazil,Brazil,right,185,67,no,2.51,1.84,63.64,13.22,34.18,0,0,0.33,1.34,1.94,2.01,1,0.17,0,0,1,0.17,1,0.17,0.38,0,0,13,2.17,38.46,7.692,0,0,0,0,0,0,0,0,0.5,33.33,6.19,24.32,4.01,0.17,0,6.69,2.68,1.51,6.69,52.5,2.34,21.43,0.84,100,1.84,54.55,5.86,57.14,0.84,20,15.1,13.64,0,0.17,0.17,0,0,0,0,1.34,12.5,0.33,0,0.33,0,0,0,0.67,25,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
J. Branthwaite,Everton,Everton,"LCB, LB",23,42000000,30/06/2030,7,537,1,0.59,0,0.03,14.41,50,England,England,left,195,74,no,6.7,4.36,42.31,6.7,60,0.5,0.65,0.17,4.36,5.65,0.5,1,0.17,0,0,0.67,0.17,1,0.17,0.1,1,0.17,5,0.84,40,20,0,0.5,33.33,0.5,33.33,0,0,0,0.5,33.33,1.68,40,1.17,1.17,0.17,30.34,0.5,0.17,44.41,85.66,22.29,84.21,4.69,82.14,10.89,89.23,38.72,91.34,5.2,48.39,21.45,40.43,0.01,0.17,0,0,0,0,0,7.54,82.22,0.5,66.67,0.34,50,0.17,0.17,9.55,71.93,0,,0,,0,0,0,0,,,2.01,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
B. Badiashile,Chelsea,Chelsea,LCB,24,30000000,30/06/2030,8,533,0,0,0,0,11.31,58.21,France,"France, Congo DR",left,194,77,no,8.44,4.73,71.43,3.04,44.44,0,0,0.68,5.07,7.26,1.01,2,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.68,25,0.34,0.34,0,52.35,0.34,0.34,67.71,91.77,23.81,81.56,4.9,96.55,33.1,97.96,62.65,94.34,5.07,60,20.15,31.43,0,0,0.17,0,0,0,0,5.74,85.29,0.34,50,0.34,50,0.17,0,9.46,64.29,0,,0,,0,0,0,0,,,3.21,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
H. Armstrong,Everton,Everton,"RAMF, LAMF, LCMF",19,0,30/06/2028,10,532,0,0.41,0,0.08,14.55,54.65,England,England,right,185,72,no,6.94,4.4,73.08,2.54,46.67,1.02,1.24,0.17,2.71,3.31,1.02,0,0,0,0,1.35,0,0,0,0.07,0,0,3,0.51,66.67,0,0,0.34,0,0.34,0,0,0,0,1.52,66.67,6.09,52.78,1.35,1.52,0.34,23.68,0.51,2.37,31.64,83.96,8.97,66.04,7.44,97.73,9.14,88.89,30.11,85.96,1.18,57.14,13.98,13.2,0.01,0.68,0,0,0,0,0,3.72,68.18,1.35,50,0.17,100,1.02,0,2.88,82.35,0,,0,,0,0,0,0,,,0.34,,,0,0,0,0,0,0,England Premier League 2025-26,RAMF,Keep
A. Armstrong,Wolverhampton Wanderers,Wolverhampton Wanderers,"CF, AMF",29,0,30/06/2029,6,525,0,0.05,2,0.55,9.94,34.48,England,England,right,172,69,no,4.8,3.09,50,1.71,20,0.69,0.74,0.17,2.57,2.78,1.03,2,0.34,0,0,0.51,0,0,0,0.01,0,0,2,0.34,0,0,0.34,0.51,33.33,0.17,0,0.17,100,0,1.03,33.33,3.26,31.58,0.86,0.51,0,8.91,1.37,0.34,12.17,81.69,2.4,71.43,2.06,91.67,3.6,85.71,11.31,84.85,0.34,50,14.92,8.2,0.09,0.51,0,0,0,0,0.17,0.51,100,0.51,33.33,0.17,100,0,0.34,1.2,57.14,0,,0,,0,0,0,0,,,0.34,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
Y. Bissouma,Tottenham Hotspur,Tottenham Hotspur,"DMF, LCMF, RCMF",29,35000000,30/06/2026,8,525,0,0.17,0,0,12.86,68,Côte d'Ivoire,"Côte d'Ivoire, Mali",right,182,80,no,10.46,6.17,77.78,1.37,62.5,0.69,0.96,0.51,4.97,6.96,0.69,3,0.51,0,0,1.03,0,0,0,0.03,0,0,5,0.86,40,0,0,0.17,100,0.17,100,0,0,0,0.51,100,3.43,65,0.34,0.17,0.17,25.54,0.17,0.86,39.77,89.66,10.46,81.97,7.03,95.12,13.37,92.31,38.4,90.63,1.2,57.14,14.02,15.6,0,0,0,0,0,0,0,4.46,88.46,0.34,50,0.17,100,0.17,0.17,3.77,72.73,0,,0,,0,0,0,0,,,1.03,,,0,0,0,0,0,0,England Premier League 2025-26,DMF,Keep
Y. Wissa,Newcastle United,Newcastle United,CF,29,28000000,30/06/2026,12,511,1,2.6,0,0.01,10.39,27.12,France,"France, Congo DR",right,176,74,no,1.06,1.23,28.57,4.23,37.5,0,0,0.18,0.7,1.24,0.53,1,0.18,0,0,1.41,0.18,1,0.18,0.46,0,0,9,1.59,55.56,11.111,0,0.53,0,0.35,0,0,0,0,1.06,50,3.52,20,3.7,0.18,0,8.45,0.7,0.18,11.27,71.88,2.64,46.67,4.23,91.67,2.29,84.62,10.74,75.41,0,0,17.25,0,0,0.18,0,0,0,0,0.18,0.7,50,1.06,66.67,0,0,0.88,0.18,1.06,66.67,0,,0,,0,0,0,0,,,0.18,,,0,0,0,0.18,0,0,England Premier League 2025-26,CF,Keep
E. Nketiah,Crystal Palace,Crystal Palace,"AMF, CF",26,30000000,30/06/2029,12,510,2,0.99,0,0.45,21.53,34.43,England,"England, Ghana",right,180,73,no,6.35,3.88,68.18,4.94,21.43,1.06,1.41,0.35,2.65,3.52,1.24,2,0.35,0,0,2.65,0.35,2,0.35,0.18,0,0,12,2.12,33.33,16.667,0,0.88,40,0.53,33.33,0.35,50,0,3,52.94,8.12,32.61,3.88,2.47,0.88,13.24,2.12,1.24,16.94,78.13,4.59,65.38,4.41,88,3.35,73.68,15.71,80.9,0.53,33.33,15.33,6.61,0.08,0.53,0,0,0,0,0,0.88,80,0.53,0,0,0,0,0.35,1.94,54.55,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,AMF,Keep
G. Mamardashvili,Liverpool,Liverpool,GK,25,45000000,30/06/2031,5,508,0,0,0,0,1.06,66.67,Georgia,Georgia,left,197,90,no,2.13,0.18,0,0.53,100,0.18,0.26,0,1.95,2.89,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,100,0,0,0,18.6,0.35,0.18,27.28,86.36,15.06,77.65,0,0,11.16,96.83,18.43,95.19,8.68,69.39,29.4,47.5,0,0,0,0,0,0,0,2.83,43.75,0.53,33.33,0.53,33.33,0.18,0,6.91,76.92,10,1.77,26,4.61,1,61.54,8.13,1.44,-1.87,-0.331,0,1.24,0.53,,,,0,0,0,England Premier League 2025-26,GK,Keep
O. Boscagli,Brighton,Brighton,"LCB, LB",28,27000000,30/06/2030,8,505,0,0.04,0,0.27,11.76,53.03,Monaco,"Monaco, France",left,181,68,no,6.42,3.03,52.94,4.28,54.17,0.36,0.58,0.18,4.46,7.28,1.25,2,0.36,0,0,0.71,0,0,0,0.01,0,0,1,0.18,0,0,0,1.78,40,1.6,33.33,0.18,100,0,0.36,0,1.25,42.86,0.89,1.96,0,52.22,1.07,0.89,71.64,85.57,29.58,76.51,6.95,100,25.13,95.04,61.84,91.93,8.2,45.65,19.83,36.34,0.05,0.53,0.18,0,0,0,0,11.41,64.06,3.03,41.18,1.25,28.57,0.53,0.71,12.48,70,0,,0,,0,0,0,0,,,3.74,,,0,0,0,0.71,0,0,England Premier League 2025-26,LCB,Keep
R. Mundle,Sunderland,Sunderland,"LAMF, LW",22,1500000,30/06/2028,14,500,0,0.35,0,0,23.22,42.64,England,England,right,177,61,no,5.76,7.56,47.62,1.98,36.36,0.72,1.04,0,1.44,2.09,1.44,1,0.18,0,0,3.6,0,0,0,0.06,0,0,6,1.08,33.33,0,0,2.16,16.67,1.98,18.18,0.18,0,0.18,5.04,57.14,11.16,43.55,1.98,2.16,0.54,13.68,1.26,1.44,20.16,80.36,2.52,64.29,6.48,91.67,5.76,75,17.46,90.72,0.72,0,18.29,8.78,0,0.18,0,0,0,0,0,0.36,50,1.62,33.33,0.36,0,0.54,0.36,1.62,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0.18,0,0,England Premier League 2025-26,LAMF,Keep
A. Disasi,West Ham United,West Ham United,LCB,27,40000000,30/06/2029,5,498,0,0.72,0,0,7.23,62.5,France,"France, Congo DR",right,190,86,yes,5.06,1.99,63.64,3.07,47.06,0,0,1.27,3.8,4.17,0.72,0,0,0,0,0.36,0,0,0,0.13,0,0,3,0.54,66.67,0,0,0,0,0,0,0,0,0,0,0,0.36,50,0.36,0.54,0,26.02,0,0.54,35.24,89.23,13.73,75,2.53,100,13.37,100,31.45,92.53,3.8,61.9,19.77,41.05,0,0,0,0,0,0,0,3.61,65,0.18,0,0,0,0,0,5.6,77.42,0,,0,,0,0,0,0,,,2.17,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
R. Drăgușin,Tottenham Hotspur,Tottenham Hotspur,"RCB, CB, LCB",24,25000000,30/06/2030,7,491,0,0.55,0,0,17.96,62.24,Romania,Romania,right,191,82,no,11,8.07,68.18,5.87,50,0.18,0.23,0.73,5.32,6.69,1.28,0,0,0,0,0.37,0,0,0,0.1,0,0,4,0.73,0,0,0,0.73,25,0.18,0,0.37,50,0,0.18,100,0.73,50,1.1,0.55,0,20.35,0.18,0.18,34.09,80.65,15.21,66.27,2.75,100,11,90,29.51,88.82,3.85,28.57,17.57,34.34,0,0,0,0,0,0,0,3.12,47.06,1.1,0,0.55,0,0,0,6.23,55.88,0,,0,,0,0,0,0,,,1.65,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
Rayan,Bournemouth,Bournemouth,RAMF,19,0,30/06/2031,6,490,2,0.84,1,1.14,20.94,42.98,Brazil,Brazil,left,185,75,no,3.67,2.57,57.14,6.24,35.29,0.18,0.28,0,2.02,3.06,0.37,1,0.18,0,0,5.33,0.37,2,0.37,0.15,1,0.18,11,2.02,27.27,18.182,0.18,2.76,26.67,0.37,50,2.39,23.08,0.55,6.98,57.89,10.47,47.37,2.2,4.04,0.55,16.35,2.2,0.55,23.14,77.78,4.96,74.07,4.96,92.59,8.27,71.11,19.47,84.91,1.1,66.67,17.41,40.22,0.21,1.29,0,0,0.18,0,0.73,1.47,100,2.02,54.55,0.37,0,1.29,0.55,2.94,87.5,0,,0,,0,0,0,0,,,0.18,,,0,0,0,0.18,0,0,England Premier League 2025-26,RAMF,Keep
J. Gomez,Liverpool,Liverpool,"RB, RCB",28,28000000,30/06/2027,15,487,0,0.01,2,1.27,14.6,37.97,England,"England, Gambia",right,188,77,no,9.06,6.28,52.94,2.59,42.86,0.55,0.83,0,5.17,7.71,1.48,2,0.37,0,0,1.11,0,0,0,0,0,0,1,0.18,0,0,0.37,3.33,27.78,0,0,3.33,27.78,0.74,0.92,20,2.4,15.38,1.48,0.92,0.37,26.24,1.11,0,38.99,78.2,15.52,66.67,7.58,95.12,9.79,83.02,32.9,85.39,2.77,53.33,16.49,15.94,0.24,1.11,0,0.18,0,0,0.74,3.51,84.21,2.59,28.57,0,0,0.37,0.92,7.95,60.47,0,,0,,0,0,0,0,,,1.11,,,0,0,0,0,0,0,England Premier League 2025-26,RB,Keep
W. Gnonto,Leeds United,Leeds United,"LWF, LW",22,16000000,30/06/2028,16,483,0,0.53,1,0.62,19.19,45.63,Italy,"Italy, Côte d'Ivoire",right,170,71,no,8.39,6.71,66.67,2.61,0,0.93,1.21,0.19,2.98,3.87,1.3,3,0.56,0,0,3.17,0,0,0,0.1,0,0,10,1.86,10,0,0.19,2.61,21.43,1.68,11.11,0.75,50,0.37,4.1,59.09,7.27,51.28,1.49,3.91,0.19,24.04,1.12,1.49,30,78.26,5.96,75,8.76,85.11,8.01,72.09,25.71,86.96,1.68,33.33,17.31,10.01,0.11,1.12,0,0.19,0,0,0.56,2.24,58.33,2.42,53.85,0.37,0,0.93,0.75,4.1,63.64,0,,0,,0,0,0,0,,,0.37,,,0,0,0,0.19,0,0,England Premier League 2025-26,LWF,Keep
D. James,Leeds United,Leeds United,"RWF, RW",28,14000000,30/06/2029,14,483,0,0.59,0,0.43,19.94,53.27,England,"England, Wales",right,180,76,no,5.59,4.66,68,1.49,25,0,0,0,2.42,3.31,0.19,0,0,0,0,8.39,0,0,0,0.11,0,0,9,1.68,11.11,0,0,7.27,33.33,0.37,0,6.71,33.33,1.12,8.57,65.22,11.18,58.33,4.66,2.61,0.19,14.16,1.49,1.12,22.55,61.98,5.78,64.52,2.98,93.75,7.83,50,14.72,77.22,0.56,33.33,16.39,7.4,0.08,0.93,0,0,0.19,100,0.75,1.49,87.5,3.73,40,0.19,100,0.37,2.61,3.73,70,0,,0,,0,0,0,0,,,0.19,,,0,0,0,0.19,0,0,England Premier League 2025-26,RWF,Keep
John Victor,Nottingham Forest,Nottingham Forest,GK,29,1500000,30/06/2028,5,473,0,0,0,0,0.19,100,Brazil,"Brazil, Portugal",right,197,88,no,0.57,0.19,100,0,0,0,0,0,0.38,0.44,0,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.37,0,0,18.27,85.42,10.85,77.19,0,0,6.85,100,8.94,100,9.13,72.92,35.91,51.72,0,0,0,0,0,0,0,2.66,57.14,0.19,0,0.38,0,0,0,8.18,79.07,8,1.52,14,2.66,1,42.86,4.13,0.79,-3.87,-0.736,0,0.76,0,,,,0,0,0,England Premier League 2025-26,GK,Keep
K. Hoever,Sheffield United,Wolverhampton Wanderers,"RWB, RB",24,4500000,30/06/2026,8,459,0,0.08,0,0.24,15.29,52.56,Netherlands,"Netherlands, Suriname",right,183,73,yes,8.82,6.47,63.64,2.35,50,0,0,0.2,4.71,6.05,0.39,0,0,0,0,3.14,0,0,0,0.02,0,0,2,0.39,100,0,0,4.51,47.83,0,0,4.51,47.83,0.78,0.59,100,2.35,50,0.59,1.37,0.2,24.51,2.75,0.59,35.29,67.78,11.57,52.54,6.67,97.06,12.16,67.74,26.08,75.94,5.29,44.44,22.46,36.89,0.05,0.78,0,0.2,0,0,0.59,4.12,33.33,3.92,55,0,0,0.78,1.96,7.06,72.22,0,,0,,0,0,0,0,,,1.18,,,0,0,0,0,0,0,England Premier League 2025-26,RWB,Keep
N. Füllkrug,Milan,West Ham United,CF,32,15000000,30/06/2028,8,455,0,0.82,0,0.2,22.55,28.95,Germany,Germany,right,189,83,yes,3.36,2.57,46.15,10.09,33.33,0.4,0.49,0.2,1.78,2.2,2.18,0,0,0,0,0.59,0,0,0,0.16,0,0,7,1.38,42.86,0,0,0,0,0,0,0,0,0,0.4,0,3.36,5.88,2.77,0.2,0,10.88,1.19,0.2,15.63,65.82,2.57,38.46,4.95,96,3.96,45,14.84,68,0.79,25,13.69,14.15,0.04,0.79,0,0,0,0,0.2,0.99,20,0.79,50,0,0,0.99,0,1.38,42.86,0,,0,,0,0,0,0,,,0.2,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
B. White,Arsenal,Arsenal,RB,28,55000000,30/06/2028,7,454,0,0.38,1,0.48,15.86,56.25,England,England,right,185,77,no,8.92,6.94,54.29,4.16,57.14,0.4,0.58,0.4,4.76,6.99,0.99,0,0,0,0,1.78,0,0,0,0.08,0,0,5,0.99,20,0,0.2,2.78,42.86,0,0,2.78,42.86,0.99,0.4,100,1.98,70,2.38,1.98,0.2,33.5,1.19,0.79,42.62,86.05,15.26,81.82,5.35,92.59,13.88,92.86,36.67,91.89,3.17,56.25,16.97,29.72,0.09,0.59,0,0,0.2,0,0.2,7.53,81.58,2.38,50,0.4,50,0.4,1.19,5.95,90,0,,0,,0,0,0,0,,,0.99,,,0,0,0,0,0,0,England Premier League 2025-26,RB,Keep
M. Bizot,Aston Villa,Aston Villa,GK,34,4000000,30/06/2027,5,449,0,0,0,0,1,60,Netherlands,Netherlands,right,193,88,no,1.6,0.2,0,0.6,66.67,0.2,0.28,0,1.4,1.98,0.2,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.44,0.2,0.2,27.66,92.75,9.62,79.17,0,0,16.44,100,19.24,100,8.42,76.19,27.2,45.79,0,0,0,0,0,0,0,1.8,66.67,0,0,0,0,0,0,5.41,77.78,8,1.6,19,3.81,1,57.89,7.79,1.56,-0.21,-0.042,0,2.61,0.6,,,,0,0,0,England Premier League 2025-26,GK,Keep
R. Yates,Nottingham Forest,Nottingham Forest,"RDMF, RCMF, AMF",28,12000000,30/06/2028,14,448,0,0.3,1,0.34,17.68,50,England,England,right,190,87,no,7.23,5.42,59.26,4.02,55,0,0,0.2,4.02,5.41,1.41,1,0.2,0,0,0.6,0,0,0,0.06,0,0,4,0.8,25,0,0.2,0.4,100,0,0,0.4,100,0.2,0.2,0,3.82,31.58,1.21,0.2,0,17.28,0.2,1.81,29.73,82.43,10.25,68.63,4.02,100,9.64,87.5,28.13,84.29,1.21,33.33,15.01,13.42,0.07,0.6,0,0,0,0,0.4,3.82,47.37,0.8,50,0.2,0,0.2,0.4,2.81,57.14,0,,0,,0,0,0,0,,,0.8,,,0,0,0,0,0,0,England Premier League 2025-26,RDMF,Keep
Adama Traoré,West Ham United,West Ham United,"RAMF, CF",30,9000000,30/06/2026,20,440,0,0.71,0,0.38,23.32,38.6,Spain,"Spain, Mali",right,178,72,no,1.84,2.86,64.29,2.66,23.08,0,0,0,0,0,1.43,1,0.2,0,0,4.91,0,0,0,0.14,0,0,5,1.02,20,0,0,3.48,35.29,0.41,100,3.07,26.67,0.61,5.93,55.17,15.55,34.21,3.89,3.68,0,14.73,2.05,1.43,20.66,73.27,2.05,50,5.11,84,9.61,72.34,16.57,82.72,0.61,33.33,15.23,3.3,0.08,0.61,0,0,0.2,100,0.61,1.23,50,3.07,53.33,0.2,100,0.82,1.43,2.66,69.23,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,RAMF,Keep
